,EmpDepartment,EmpJobRole,EmpEnvironmentSatisfaction,EmpLastSalaryHikePercent,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,log_YearsSinceLastPromotion,YearsWithCurrManager,PerformanceRating
37,4,17,2,0.21451784276669705,3,-0.46753327217941987,-0.6339051119128403,0.05031939068400727,-0.2942908776073394,3
38,4,17,4,-1.165018123578622,3,-0.24489838066541036,-0.33430442885045025,0.05031939068400727,0.0049879809763955655,3
39,5,18,3,1.0422394225738885,3,-0.46753327217941987,-0.6339051119128403,0.05031939068400727,-0.8928485947748094,3
40,4,17,4,-0.6132037370404942,2,-0.24489838066541036,-0.33430442885045025,1.4557073991949316,-0.2942908776073394,3
41,4,17,1,-0.8891109303095581,3,1.9814505344746844,0.8640983033991096,1.4557073991949316,2.399218849646275,3
42,4,17,3,-1.165018123578622,3,-0.02226348915140087,0.2648969372743297,0.05031939068400727,-0.2942908776073394,3
43,5,14,1,0.21451784276669705,2,-0.6901681636934294,-0.6339051119128403,-1.0128155967229087,-0.5935697361910744,3
44,4,17,3,2.4217753889192073,3,0.4230062938766181,0.8640983033991096,1.1134543780909232,0.9028245567276005,4
45,5,18,3,0.4904250360357608,3,-0.6901681636934294,-0.6339051119128403,0.05031939068400727,-0.5935697361910744,3
46,4,12,3,-1.165018123578622,3,-1.1354379467214484,-1.2331064780376202,-1.0128155967229087,-1.1921274533585444,3
47,4,12,4,1.3181466158429522,3,-0.24489838066541036,-0.6339051119128403,0.05031939068400727,0.0049879809763955655,4
48,4,17,3,0.21451784276669705,3,-0.46753327217941987,-0.33430442885045025,-1.0128155967229087,-0.2942908776073394,3
49,4,17,2,-1.165018123578622,3,-1.1354379467214484,-1.2331064780376202,-1.0128155967229087,-1.1921274533585444,3
50,4,17,3,-1.165018123578622,4,1.5361807514466657,1.4632996695238896,1.1134543780909232,0.9028245567276005,3
51,5,18,1,-0.061389350502366734,3,-0.6901681636934294,-0.6339051119128403,-1.0128155967229087,-0.5935697361910744,3
52,4,17,3,-1.165018123578622,2,-0.24489838066541036,2.9613030848358393,1.1134543780909232,-1.1921274533585444,3
53,4,17,3,-0.061389350502366734,3,0.6456411853906276,0.8640983033991096,-1.0128155967229087,0.30426683956013056,3
54,4,12,3,2.4217753889192073,3,0.868276076904637,0.8640983033991096,-1.0128155967229087,0.9028245567276005,4
55,4,12,4,-0.6132037370404942,3,-0.9128030552074389,-0.6339051119128403,0.672213491521712,-0.5935697361910744,3
56,4,17,4,-0.6132037370404942,3,-0.46753327217941987,-0.33430442885045025,-1.0128155967229087,-0.5935697361910744,3
57,4,17,3,0.4904250360357608,2,-0.9128030552074389,-0.6339051119128403,0.672213491521712,-0.8928485947748094,3
58,2,9,3,-0.6132037370404942,3,-0.24489838066541036,-0.6339051119128403,-1.0128155967229087,0.0049879809763955655,3
59,4,17,1,-0.33729654377143053,3,-1.1354379467214484,-1.2331064780376202,-1.0128155967229087,-1.1921274533585444,3
60,4,17,3,2.4217753889192073,2,-1.3580728382354579,-1.2331064780376202,-1.0128155967229087,-1.1921274533585444,4
61,4,17,2,-0.33729654377143053,3,-1.1354379467214484,-1.2331064780376202,-1.0128155967229087,-1.1921274533585444,3
62,4,17,2,-0.6132037370404942,2,0.6456411853906276,1.1636989864614997,2.176589365497839,1.2021034153113355,3
63,4,17,1,-0.061389350502366734,2,-0.46753327217941987,-0.33430442885045025,0.05031939068400727,-0.5935697361910744,3
64,5,18,3,0.7663322293048246,4,0.6456411853906276,1.1636989864614997,2.176589365497839,0.9028245567276005,3
65,5,18,3,0.21451784276669705,2,0.6456411853906276,0.8640983033991096,2.176589365497839,-0.2942908776073394,3
66,4,17,2,2.4217753889192073,3,-0.46753327217941987,-0.9335057949752302,0.05031939068400727,-1.1921274533585444,3
67,4,17,3,0.21451784276669705,3,0.6456411853906276,1.1636989864614997,-1.0128155967229087,1.2021034153113355,3
68,4,17,3,1.594053809112016,4,0.4230062938766181,0.2648969372743297,0.05031939068400727,0.6035456981438655,4
69,5,18,2,1.3181466158429522,3,0.4230062938766181,0.8640983033991096,2.176589365497839,0.30426683956013056,3
70,4,17,3,-0.33729654377143053,3,0.4230062938766181,0.8640983033991096,0.05031939068400727,0.9028245567276005,3
71,4,17,4,-1.165018123578622,2,-1.3580728382354579,-1.2331064780376202,-1.0128155967229087,-1.1921274533585444,3
72,5,11,1,-0.33729654377143053,2,3.094624992044732,0.5644976203367197,1.4557073991949316,-0.2942908776073394,3
73,4,17,4,-0.8891109303095581,2,-0.24489838066541036,-0.6339051119128403,0.672213491521712,-0.2942908776073394,3
74,4,17,1,-0.6132037370404942,2,-0.46753327217941987,-0.33430442885045025,-1.0128155967229087,-0.8928485947748094,3
75,4,12,3,-1.165018123578622,2,-0.02226348915140087,0.2648969372743297,0.05031939068400727,-0.8928485947748094,3
76,5,18,2,-0.33729654377143053,2,2.649355209016713,2.9613030848358393,1.4557073991949316,2.0999399910625405,3
77,5,18,1,0.7663322293048246,3,-0.24489838066541036,-0.6339051119128403,-1.0128155967229087,0.0049879809763955655,3
78,5,18,4,-0.8891109303095581,3,-0.24489838066541036,-0.03470374578806028,-1.0128155967229087,-0.5935697361910744,3
79,4,17,3,-0.8891109303095581,2,-0.24489838066541036,-0.33430442885045025,0.05031939068400727,-0.2942908776073394,3
80,5,18,4,1.0422394225738885,3,-1.1354379467214484,-1.2331064780376202,-1.0128155967229087,-1.1921274533585444,3
81,2,9,2,-0.6132037370404942,3,-0.24489838066541036,-0.9335057949752302,-1.0128155967229087,0.0049879809763955655,3
82,4,12,4,1.8699610023810798,1,-0.9128030552074389,-0.6339051119128403,0.672213491521712,-0.5935697361910744,3
83,4,17,1,2.4217753889192073,2,-0.6901681636934294,-0.6339051119128403,-1.0128155967229087,-0.5935697361910744,3
84,4,12,2,-0.33729654377143053,3,-0.9128030552074389,-0.9335057949752302,0.672213491521712,-0.5935697361910744,3
85,2,9,1,1.594053809112016,3,-0.24489838066541036,-0.03470374578806028,-1.0128155967229087,-0.2942908776073394,3
86,5,18,3,0.7663322293048246,3,-0.24489838066541036,-0.33430442885045025,-1.0128155967229087,-0.2942908776073394,3
87,4,17,4,1.0422394225738885,2,0.868276076904637,-0.6339051119128403,2.176589365497839,1.2021034153113355,3
88,4,17,4,-0.8891109303095581,3,-0.6901681636934294,-1.2331064780376202,-1.0128155967229087,-0.5935697361910744,3
89,0,5,3,0.21451784276669705,3,-0.46753327217941987,-0.6339051119128403,-1.0128155967229087,-0.5935697361910744,3
90,4,12,1,0.4904250360357608,2,-0.24489838066541036,-0.6339051119128403,1.1134543780909232,0.0049879809763955655,3
91,5,18,2,-0.33729654377143053,3,0.868276076904637,1.1636989864614997,1.7353484789286278,-0.2942908776073394,3
92,5,14,2,1.0422394225738885,3,-0.9128030552074389,-0.6339051119128403,0.05031939068400727,-0.5935697361910744,3
93,4,12,4,1.0422394225738885,3,-0.02226348915140087,-0.03470374578806028,-1.0128155967229087,-0.5935697361910744,3
94,5,18,1,-0.33729654377143053,3,-0.9128030552074389,-1.2331064780376202,0.672213491521712,-0.5935697361910744,3
95,5,14,3,-0.061389350502366734,3,-0.24489838066541036,-0.03470374578806028,-1.0128155967229087,-1.1921274533585444,3
96,4,17,4,0.7663322293048246,3,1.3135458599326562,1.4632996695238896,1.1134543780909232,1.2021034153113355,3
97,4,17,4,-0.6132037370404942,2,-0.24489838066541036,-0.6339051119128403,0.672213491521712,-0.5935697361910744,3
98,5,18,3,1.8699610023810798,3,0.2003714023626086,0.5644976203367197,2.176589365497839,0.9028245567276005,4
99,5,18,1,-0.6132037370404942,3,0.868276076904637,-1.2331064780376202,-1.0128155967229087,1.5013822738950704,3
100,4,17,1,-1.165018123578622,3,-0.24489838066541036,0.5644976203367197,0.05031939068400727,0.9028245567276005,3
101,2,9,4,-1.165018123578622,3,-0.24489838066541036,-0.03470374578806028,-1.0128155967229087,0.0049879809763955655,3
102,2,9,4,-1.165018123578622,4,-0.46753327217941987,-0.33430442885045025,-1.0128155967229087,-0.2942908776073394,3
103,4,17,1,2.4217753889192073,1,-1.1354379467214484,-1.2331064780376202,-1.0128155967229087,-0.8928485947748094,3
104,4,17,2,-0.6132037370404942,3,0.4230062938766181,0.8640983033991096,2.176589365497839,-0.8928485947748094,3
105,4,17,4,-0.33729654377143053,2,-1.1354379467214484,-1.2331064780376202,-1.0128155967229087,-1.1921274533585444,3
106,5,14,3,-0.6132037370404942,2,-0.9128030552074389,-0.6339051119128403,-1.0128155967229087,-0.5935697361910744,3
107,0,5,4,1.0422394225738885,2,-1.1354379467214484,-1.2331064780376202,-1.0128155967229087,-1.1921274533585444,3
108,0,5,3,0.4904250360357608,2,2.204085425988694,1.1636989864614997,1.4557073991949316,2.0999399910625405,3
109,5,14,4,0.7663322293048246,2,-0.6901681636934294,-0.6339051119128403,0.05031939068400727,-0.5935697361910744,3
110,4,17,2,1.0422394225738885,4,-0.6901681636934294,-0.6339051119128403,-1.0128155967229087,-0.5935697361910744,3
111,4,17,3,0.7663322293048246,3,-0.9128030552074389,-0.6339051119128403,0.672213491521712,-0.5935697361910744,3
112,4,12,4,1.594053809112016,1,-0.9128030552074389,-0.6339051119128403,0.672213491521712,-0.5935697361910744,3
113,4,17,2,1.0422394225738885,3,-1.1354379467214484,-0.9335057949752302,-1.0128155967229087,-1.1921274533585444,3
114,4,17,2,-0.33729654377143053,3,-1.1354379467214484,-1.2331064780376202,0.05031939068400727,-1.1921274533585444,3
115,5,18,3,0.4904250360357608,3,-0.24489838066541036,-0.03470374578806028,-1.0128155967229087,-0.2942908776073394,3
116,4,12,3,-1.165018123578622,3,-0.6901681636934294,-0.6339051119128403,-1.0128155967229087,-0.5935697361910744,3
117,4,12,3,-0.6132037370404942,3,-0.02226348915140087,-1.2331064780376202,-1.0128155967229087,0.0049879809763955655,3
118,5,14,2,-0.061389350502366734,4,0.2003714023626086,0.8640983033991096,1.7353484789286278,-0.5935697361910744,3
119,4,12,4,2.6976825821882713,1,0.868276076904637,0.5644976203367197,-1.0128155967229087,0.9028245567276005,3
120,0,5,4,0.4904250360357608,2,-1.3580728382354579,-1.2331064780376202,-1.0128155967229087,-1.1921274533585444,3
121,5,18,4,-0.6132037370404942,2,0.6456411853906276,1.1636989864614997,-1.0128155967229087,-1.1921274533585444,3
122,4,17,2,0.7663322293048246,3,-0.02226348915140087,-0.6339051119128403,-1.0128155967229087,-0.8928485947748094,3
123,4,12,4,-0.6132037370404942,3,1.9814505344746844,2.3621017187110596,1.7353484789286278,2.0999399910625405,3
124,4,12,3,1.3181466158429522,3,-0.6901681636934294,-1.2331064780376202,-1.0128155967229087,-0.5935697361910744,4
125,5,14,3,0.7663322293048246,3,-1.1354379467214484,-1.2331064780376202,-1.0128155967229087,-1.1921274533585444,3
126,4,17,4,-0.6132037370404942,3,2.649355209016713,2.661702401773449,0.672213491521712,-0.2942908776073394,3
127,4,17,3,1.594053809112016,3,1.0909109684186467,1.1636989864614997,1.1134543780909232,1.5013822738950704,4
128,5,14,4,-0.6132037370404942,4,-1.1354379467214484,-1.2331064780376202,-1.0128155967229087,-1.1921274533585444,3
129,4,17,1,1.0422394225738885,3,-1.1354379467214484,-1.2331064780376202,-1.0128155967229087,-1.1921274533585444,3
130,4,17,4,-1.165018123578622,1,0.6456411853906276,0.8640983033991096,0.05031939068400727,0.30426683956013056,3
131,5,18,3,-1.165018123578622,3,2.204085425988694,0.8640983033991096,1.1134543780909232,0.9028245567276005,3
132,5,18,1,-1.165018123578622,1,1.758815642960675,-0.9335057949752302,0.05031939068400727,0.9028245567276005,2
133,4,17,3,-0.8891109303095581,2,0.6456411853906276,0.8640983033991096,-1.0128155967229087,1.2021034153113355,3
134,5,14,3,-0.061389350502366734,3,-0.6901681636934294,-0.9335057949752302,-1.0128155967229087,-0.5935697361910744,3
135,5,18,3,0.21451784276669705,3,-0.24489838066541036,-0.6339051119128403,0.05031939068400727,-1.1921274533585444,3
136,4,12,4,-0.061389350502366734,2,0.6456411853906276,1.1636989864614997,2.176589365497839,1.2021034153113355,3
137,5,11,3,-0.6132037370404942,4,2.4267203175027037,2.661702401773449,0.05031939068400727,-0.5935697361910744,3
138,5,18,3,-1.165018123578622,4,0.4230062938766181,-0.03470374578806028,2.176589365497839,0.9028245567276005,3
139,5,18,4,-0.6132037370404942,3,0.868276076904637,1.4632996695238896,-1.0128155967229087,1.2021034153113355,3
140,5,18,1,0.7663322293048246,3,0.4230062938766181,0.8640983033991096,-1.0128155967229087,0.9028245567276005,3
141,5,18,2,0.21451784276669705,2,-1.1354379467214484,-1.2331064780376202,-1.0128155967229087,-1.1921274533585444,3
142,4,12,3,1.0422394225738885,4,2.8719901005307227,1.7629003525862796,0.672213491521712,0.9028245567276005,3
143,5,18,1,-0.6132037370404942,3,0.2003714023626086,0.8640983033991096,-1.0128155967229087,0.9028245567276005,3
144,4,17,3,1.8699610023810798,3,-0.6901681636934294,-0.6339051119128403,0.05031939068400727,-0.5935697361910744,4
145,5,11,4,-1.165018123578622,3,0.868276076904637,1.1636989864614997,1.9717816429855455,-1.1921274533585444,3
146,4,17,4,1.3181466158429522,3,-1.3580728382354579,-1.2331064780376202,-1.0128155967229087,-1.1921274533585444,4
147,4,17,2,0.7663322293048246,3,-0.6901681636934294,-0.6339051119128403,-1.0128155967229087,-0.5935697361910744,3
148,4,17,4,-0.33729654377143053,3,-0.24489838066541036,-0.33430442885045025,-1.0128155967229087,-0.5935697361910744,3
149,4,12,4,1.8699610023810798,2,-0.24489838066541036,-0.03470374578806028,0.05031939068400727,-0.2942908776073394,4
150,4,17,3,-0.6132037370404942,3,-0.02226348915140087,0.2648969372743297,0.05031939068400727,-0.5935697361910744,3
151,4,17,1,0.4904250360357608,4,2.649355209016713,-0.33430442885045025,-1.0128155967229087,2.0999399910625405,3
152,4,17,4,-0.061389350502366734,3,0.6456411853906276,1.1636989864614997,-1.0128155967229087,1.2021034153113355,3
153,5,18,4,0.4904250360357608,3,0.6456411853906276,-1.2331064780376202,-1.0128155967229087,0.9028245567276005,3
154,4,17,1,-1.165018123578622,3,-0.24489838066541036,-0.6339051119128403,-1.0128155967229087,-0.8928485947748094,3
155,4,17,4,0.7663322293048246,3,1.3135458599326562,2.0625010356486695,0.05031939068400727,0.30426683956013056,3
156,3,2,3,0.4904250360357608,2,-0.9128030552074389,-0.9335057949752302,-1.0128155967229087,-0.5935697361910744,3
157,3,13,3,2.4217753889192073,1,-0.46753327217941987,-0.6339051119128403,-1.0128155967229087,-0.5935697361910744,3
158,3,7,3,-0.8891109303095581,3,-0.46753327217941987,-0.33430442885045025,-1.0128155967229087,-0.2942908776073394,3
159,3,15,2,-0.061389350502366734,3,-1.3580728382354579,-1.2331064780376202,-1.0128155967229087,-1.1921274533585444,3
160,3,2,3,-1.165018123578622,3,0.868276076904637,0.8640983033991096,-1.0128155967229087,1.2021034153113355,3
161,3,6,3,-1.165018123578622,2,2.204085425988694,1.7629003525862796,0.05031939068400727,-0.8928485947748094,3
162,3,4,2,-0.8891109303095581,2,0.4230062938766181,0.8640983033991096,0.05031939068400727,0.9028245567276005,2
163,3,2,4,-0.8891109303095581,3,0.4230062938766181,0.8640983033991096,0.05031939068400727,-0.2942908776073394,3
164,3,13,2,-0.061389350502366734,2,-0.46753327217941987,-0.33430442885045025,0.05031939068400727,-0.8928485947748094,2
165,3,6,1,-0.6132037370404942,3,-0.9128030552074389,-0.6339051119128403,0.672213491521712,-0.5935697361910744,2
166,3,2,3,-0.33729654377143053,3,1.9814505344746844,2.0625010356486695,1.4557073991949316,1.2021034153113355,3
167,3,7,4,-0.33729654377143053,3,-0.9128030552074389,-0.6339051119128403,0.672213491521712,-0.8928485947748094,3
168,3,7,4,0.21451784276669705,3,-0.24489838066541036,0.5644976203367197,0.05031939068400727,1.2021034153113355,3
169,3,2,1,0.7663322293048246,3,-0.6901681636934294,-0.6339051119128403,0.672213491521712,-0.5935697361910744,2
170,3,13,2,1.3181466158429522,2,-0.6901681636934294,-0.6339051119128403,0.05031939068400727,-0.5935697361910744,2
171,5,11,4,-0.6132037370404942,4,-1.1354379467214484,-1.2331064780376202,-1.0128155967229087,-1.1921274533585444,4
172,3,13,1,0.7663322293048246,3,-1.1354379467214484,-1.2331064780376202,-1.0128155967229087,-1.1921274533585444,3
173,3,7,3,-0.6132037370404942,3,-0.24489838066541036,-0.33430442885045025,1.4557073991949316,-0.2942908776073394,3
174,3,6,3,-0.33729654377143053,3,0.4230062938766181,0.8640983033991096,1.9717816429855455,0.9028245567276005,3
175,3,4,2,1.8699610023810798,3,-0.24489838066541036,-0.33430442885045025,1.7353484789286278,1.8006611324788055,2
176,5,18,2,-0.8891109303095581,3,-1.1354379467214484,-1.2331064780376202,-1.0128155967229087,-1.1921274533585444,3
177,5,18,2,0.7663322293048246,3,-0.9128030552074389,-0.6339051119128403,0.672213491521712,-0.5935697361910744,2
178,5,11,1,-0.061389350502366734,3,-0.24489838066541036,2.9613030848358393,1.9717816429855455,1.5013822738950704,2
179,5,18,4,0.7663322293048246,3,1.3135458599326562,2.0625010356486695,0.05031939068400727,2.0999399910625405,3
180,5,18,4,-0.8891109303095581,3,2.649355209016713,0.8640983033991096,-1.0128155967229087,2.6984977082300103,3
181,3,7,4,-0.6132037370404942,3,-0.24489838066541036,0.5644976203367197,0.672213491521712,1.2021034153113355,3
182,5,14,2,1.0422394225738885,2,-0.9128030552074389,-0.6339051119128403,0.672213491521712,-0.5935697361910744,2
183,5,11,4,-0.6132037370404942,4,0.6456411853906276,-0.33430442885045025,0.05031939068400727,-0.8928485947748094,3
184,3,2,4,-0.8891109303095581,3,0.4230062938766181,0.8640983033991096,2.176589365497839,0.9028245567276005,3
185,5,18,2,-1.165018123578622,2,1.9814505344746844,-0.9335057949752302,-1.0128155967229087,1.5013822738950704,3
186,5,11,2,-0.33729654377143053,1,-0.02226348915140087,-0.03470374578806028,-1.0128155967229087,0.0049879809763955655,3
187,2,9,2,0.21451784276669705,3,-0.02226348915140087,-0.33430442885045025,-1.0128155967229087,0.0049879809763955655,3
188,3,13,1,-0.33729654377143053,2,-1.1354379467214484,-1.2331064780376202,-1.0128155967229087,-1.1921274533585444,3
189,3,15,1,-0.33729654377143053,3,-0.6901681636934294,-0.6339051119128403,0.05031939068400727,-0.5935697361910744,2
190,5,14,4,1.8699610023810798,3,-1.1354379467214484,-1.2331064780376202,-1.0128155967229087,-1.1921274533585444,4
191,3,2,3,0.21451784276669705,3,-0.9128030552074389,-0.6339051119128403,0.672213491521712,-0.5935697361910744,3
192,3,2,2,-1.165018123578622,2,0.4230062938766181,-0.9335057949752302,2.176589365497839,0.9028245567276005,3
193,3,6,4,-0.061389350502366734,2,-0.46753327217941987,-0.33430442885045025,-1.0128155967229087,-0.8928485947748094,3
194,5,18,3,-0.33729654377143053,2,0.2003714023626086,0.8640983033991096,2.176589365497839,0.30426683956013056,3
195,3,15,1,-0.6132037370404942,3,-0.24489838066541036,-0.33430442885045025,0.05031939068400727,-0.2942908776073394,2
196,5,18,3,-1.165018123578622,3,0.6456411853906276,-0.03470374578806028,2.176589365497839,-1.1921274533585444,3
197,3,2,1,1.0422394225738885,3,-0.24489838066541036,-0.03470374578806028,-1.0128155967229087,-0.2942908776073394,3
198,3,7,4,-1.165018123578622,2,1.758815642960675,1.1636989864614997,2.176589365497839,1.2021034153113355,3
199,3,11,3,-0.061389350502366734,4,0.6456411853906276,0.8640983033991096,1.9717816429855455,-0.5935697361910744,4
200,5,18,3,-0.6132037370404942,3,-1.1354379467214484,-1.2331064780376202,-1.0128155967229087,-1.1921274533585444,3
201,5,14,4,-0.33729654377143053,3,-0.9128030552074389,-0.6339051119128403,-1.0128155967229087,-0.5935697361910744,3
202,3,2,3,-0.6132037370404942,2,-1.1354379467214484,-1.2331064780376202,0.05031939068400727,-1.1921274533585444,3
203,3,2,4,2.1458681956501438,3,2.204085425988694,2.661702401773449,0.05031939068400727,0.9028245567276005,4
204,3,2,2,-0.8891109303095581,2,0.868276076904637,0.8640983033991096,0.05031939068400727,1.5013822738950704,2
205,3,13,1,0.21451784276669705,3,-0.24489838066541036,-0.33430442885045025,0.05031939068400727,-0.2942908776073394,2
206,3,2,3,-0.061389350502366734,2,-0.02226348915140087,-0.6339051119128403,-1.0128155967229087,-0.5935697361910744,3
207,3,6,3,0.7663322293048246,2,2.8719901005307227,1.4632996695238896,0.05031939068400727,1.5013822738950704,3
208,3,2,1,1.3181466158429522,3,1.0909109684186467,1.7629003525862796,0.05031939068400727,-0.8928485947748094,2
209,3,2,1,1.0422394225738885,3,-0.6901681636934294,-0.6339051119128403,0.05031939068400727,-0.5935697361910744,2
210,3,16,4,0.7663322293048246,3,-0.6901681636934294,-0.6339051119128403,0.05031939068400727,-0.5935697361910744,3
211,2,9,2,-0.33729654377143053,3,3.094624992044732,0.5644976203367197,1.1134543780909232,0.6035456981438655,2
212,3,15,1,1.8699610023810798,3,1.5361807514466657,0.8640983033991096,1.1134543780909232,1.2021034153113355,2
213,3,6,1,0.4904250360357608,2,-0.02226348915140087,-0.6339051119128403,-1.0128155967229087,0.0049879809763955655,3
214,3,16,4,-0.061389350502366734,4,0.2003714023626086,0.8640983033991096,1.7353484789286278,0.6035456981438655,3
215,3,16,1,1.3181466158429522,2,-1.1354379467214484,-0.9335057949752302,-1.0128155967229087,-1.1921274533585444,4
216,3,11,4,0.4904250360357608,3,-0.24489838066541036,0.5644976203367197,0.05031939068400727,0.9028245567276005,3
217,3,16,1,-0.061389350502366734,3,-1.1354379467214484,-1.2331064780376202,-1.0128155967229087,-1.1921274533585444,3
218,5,18,4,-0.33729654377143053,3,-1.3580728382354579,-1.2331064780376202,-1.0128155967229087,-1.1921274533585444,3
219,5,18,4,0.4904250360357608,3,-0.6901681636934294,-0.6339051119128403,-1.0128155967229087,-0.5935697361910744,3
220,3,15,3,0.4904250360357608,3,-1.3580728382354579,-1.2331064780376202,-1.0128155967229087,-1.1921274533585444,3
221,3,16,1,1.8699610023810798,2,-0.24489838066541036,-0.03470374578806028,0.672213491521712,-0.8928485947748094,2
222,5,18,2,-0.6132037370404942,3,1.9814505344746844,1.7629003525862796,1.4557073991949316,2.399218849646275,2
223,3,6,2,1.0422394225738885,3,0.4230062938766181,0.5644976203367197,1.4557073991949316,-1.1921274533585444,2
224,5,18,3,-0.33729654377143053,3,0.4230062938766181,0.8640983033991096,0.672213491521712,0.9028245567276005,3
225,3,16,3,1.8699610023810798,3,0.2003714023626086,0.2648969372743297,0.05031939068400727,0.9028245567276005,4
226,3,7,4,0.4904250360357608,2,0.6456411853906276,0.8640983033991096,0.05031939068400727,0.9028245567276005,3
227,5,11,1,-0.8891109303095581,3,1.3135458599326562,1.4632996695238896,1.4557073991949316,1.5013822738950704,2
228,5,18,4,0.21451784276669705,3,-1.1354379467214484,-1.2331064780376202,-1.0128155967229087,-1.1921274533585444,3
229,3,6,1,-1.165018123578622,3,2.649355209016713,0.8640983033991096,0.05031939068400727,0.30426683956013056,2
230,3,16,3,-0.33729654377143053,4,3.094624992044732,0.8640983033991096,1.4557073991949316,1.5013822738950704,3
